,,,Java,JavaScript,,,PHP,Python,,,
,,,,,,,PHP,,,,
,,C#,,JavaScript,,,,,,SQL,
,C++,,,,,,,,,,
,,,Java,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,,,,,,,,,SQL,oracle plsql
,,,Java,JavaScript,,,,,,SQL,
,,C#,,,,,,,,,
,,C#,,JavaScript,,,,,,SQL,
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,,,,
C,C++,C#,Java,JavaScript,,,,,,,C
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,Python,,,
,,,Java,JavaScript,,,,,,,
,C++,C#,,,,,,Python,,,
,,C#,,JavaScript,,,,,,SQL,Powershell
,C++,,,,,,,Python,,,"CMake, Lua"
C,C++,,,,,,,,,,
,,,,JavaScript,,,PHP,,,,
,,,Java,JavaScript,,,,,,SQL,perl
,,,,,,,,,,,
,,C#,Java,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,JavaScript,Node.js,,PHP,Python,,,
C,C++,,,,,Objective-C,,,,,
,,,,,,,,,,,
,,,Java,JavaScript,,,PHP,,,SQL,
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,C#,,,,,,,,SQL,VB.NET
,,,,,,,,,,,
,,,,JavaScript,,,,,Ruby,SQL,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,C++,,,JavaScript,,,,,,,VB .Net
,,,,,,,PHP,,,SQL,
,,,,,,Objective-C,PHP,,,SQL,
,,,,,,,,,,,
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,Python,,,
,C++,,,,,,,,,,
,C++,,,,,,,,,,
,,,Java,JavaScript,,,,,,SQL,
,,,,,,,,,,,
C,C++,,,JavaScript,Node.js,,,,Ruby,SQL,
,,,,,,,,,,,
,,,,JavaScript,,,,Python,,SQL,
C,C++,,,,,,,Python,,,
,,,,,,,,Python,,,
,,,Java,JavaScript,,,PHP,,,SQL,
,C++,,,,,,PHP,Python,,,
,,,,JavaScript,Node.js,,PHP,,,SQL,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
C,,,,,,,,Python,,SQL,
,,,Java,,,Objective-C,,,,SQL,
,,,,,,,,,,,j
,,C#,,JavaScript,,,,,,SQL,
,,,Java,JavaScript,,,PHP,Python,Ruby,SQL,
,,,,,,,,,,,
,,,,,,,,,,,
,,C#,,JavaScript,,,PHP,,,SQL,powerbasic
,,,,JavaScript,,,PHP,Python,,SQL,
,C++,C#,,,,,,Python,,,
,C++,,,,,,,Python,,,
,,C#,,,,,,,,SQL,
C,C++,C#,Java,JavaScript,,,,,,SQL,
C,,,Java,,Node.js,Objective-C,PHP,,,SQL,
,C++,,,JavaScript,Node.js,,,,,SQL,
,,,,JavaScript,Node.js,,PHP,Python,,SQL,
,C++,,,JavaScript,Node.js,Objective-C,,,,,
,,,,JavaScript,,,PHP,,,SQL,
,,C#,Java,JavaScript,Node.js,,PHP,,,,
,,,,,,,,,,SQL,VB.Net
,,,Java,JavaScript,,Objective-C,PHP,,,,
,,,Java,,,,,,,,Scala
,,,Java,,,,PHP,,,,
C,C++,,,,,,,Python,,,
,,,,,,,,,,,
C,C++,C#,,JavaScript,,,,,,SQL,
C,C++,,,JavaScript,,,,,,SQL,
,,,,JavaScript,,,PHP,,,,MySql
,,,,,,,,,,,
,,C#,,,,,,,,SQL,Powershell
,,,,,,,,,,,
,,,,,,,,,,,
,,C#,,JavaScript,,,,,,SQL,VB
,,C#,,,,,,,,SQL,VB.net
,,C#,Java,JavaScript,,,,,,SQL,
,,,,JavaScript,Node.js,,,,,,
,,C#,Java,JavaScript,,,,,,SQL,
,,C#,,JavaScript,,,,,,SQL,"JQuery, HTML, XAML"
,,C#,,JavaScript,,,,,,SQL,
,,C#,,,,,,,,SQL,vb
,,C#,,,,,,,,SQL,
,,C#,,JavaScript,,,,,,,
,,,,,,,PHP,,,SQL,
,,C#,Java,,,,,,,,
,,,,JavaScript,,,,Python,,,
,,,,,,,,,,SQL,Crystal
,,,,,,,,,,,
C,C++,C#,Java,JavaScript,,,,Python,,SQL,"Embedded C, HTML, CSS"
,,,Java,,,Objective-C,,,,,
,,C#,,JavaScript,Node.js,,,Python,,,
,,,,JavaScript,,,,,Ruby,SQL,
,C++,,Java,JavaScript,,,PHP,,,SQL,
,,,,,,,,,,,
C,,C#,,JavaScript,,,,Python,,SQL,as3
,,,Java,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,,,,,,,,,,
,,C#,Java,,,,,,,SQL,
,,,Java,,,,,,,,R
C,,,Java,JavaScript,,,,,,,AngulaJS
,,,,,,,,Python,Ruby,SQL,
C,C++,C#,Java,,,,,,,,
,,,,JavaScript,,,,,Ruby,SQL,
,,,Java,JavaScript,Node.js,,,,,SQL,
,,C#,,JavaScript,,,,,,SQL,
,,,,JavaScript,,,PHP,,,SQL,
C,,,Java,JavaScript,,,,,,SQL,
,,C#,,,,,,,,,VB.Net
,,,,JavaScript,,,PHP,,,,
C,C++,,,,,,,,,,
,,,,,,,,,,,
,,C#,,JavaScript,Node.js,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,JavaScript,Node.js,,,,,,perl
,,,,,,,,,,,
C,C++,C#,Java,JavaScript,,,PHP,Python,,SQL,
,,,Java,JavaScript,Node.js,,PHP,,Ruby,SQL,
,,,,JavaScript,,,PHP,,,,
,C++,C#,,,,,PHP,Python,,SQL,
,,C#,,JavaScript,,,,,,SQL,
,,,Java,JavaScript,,Objective-C,PHP,,,SQL,
,,,,,,,,,,,
,,,,,,,,,,,
,,C#,,JavaScript,,,,,,SQL,"VBScript, JScript"
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,C#,,JavaScript,,,PHP,,,,
,,,Java,,,Objective-C,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,JavaScript,,,PHP,,,,
,,,,JavaScript,,,PHP,,,SQL,
C,C++,C#,,,,,,,,SQL,
,,,,JavaScript,,,,Python,Ruby,SQL,
C,C++,,,,,,,,,,
,C++,,Java,,,,,,,SQL,
C,,,,JavaScript,,,,,,,bash
,,,,JavaScript,,,,,,SQL,Abap
,,,,JavaScript,,,,,Ruby,SQL,
,,,,,,Objective-C,,,,,
,,,Java,JavaScript,,,,,,,
,,,,,,,,,,,
,,,,JavaScript,Node.js,,PHP,,,SQL,"Go, MongoDB, Redis, CouchDB, AngularJS, Phonegap"
,,,,JavaScript,,,PHP,,Ruby,SQL,
,,,,,,,,,,,
C,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,Java,JavaScript,,,,,,,
C,C++,,Java,JavaScript,,,PHP,,,,
,,,,,,,,,,,Not in TEch
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,Python,,,
,,C#,Java,,,,,,,,
,C++,,,,,,PHP,,,SQL,
,,,Java,JavaScript,,,,,,,
,,,Java,,,,,,,,
,,C#,Java,JavaScript,,,,,,SQL,
,,,Java,JavaScript,,,,Python,,,
,,,,,,Objective-C,,,,SQL,
,,,,,,,,,,,
,,C#,,,,,,,,,
,,,,JavaScript,,,PHP,,,,"CSS, HTML, AMPL"
,,,,,,,,,,,
,,,,,,,,Python,,,
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,Python,,,
,,,Java,,,,PHP,,,SQL,"PL1,Cobol,JCL,REXX"
,,,,JavaScript,Node.js,,PHP,,,SQL,
,,,,,,,,,,,
,,,,JavaScript,,,PHP,,,SQL,Perl
C,C++,,,,,,,,,,Perl
,,,Java,JavaScript,,,PHP,,,SQL,
,,,,,,,,,,,
,,,,,,,PHP,Python,,,
,,,,,,,,,,,
C,C++,C#,Java,,,,,,,,installshield
,,,Java,JavaScript,,,,,,,
,,,,,,,,,,,
,,,,JavaScript,,,PHP,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,PHP,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,Java,JavaScript,,,,,Ruby,,
,,,,JavaScript,Node.js,,,,,,
,C++,C#,,,Node.js,,,,,,Haskell
C,C++,C#,Java,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,C#,Java,JavaScript,,,,,,,
,,,,JavaScript,,,,,Ruby,,
,,,Java,JavaScript,,,,Python,,,Perl
C,C++,C#,,,,,,,,,
,,,,,,,,,,,
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,,Java,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,,,,,,,,,,
,C++,,Java,JavaScript,,,PHP,Python,,SQL,
C,,,,JavaScript,,,PHP,,,SQL,
,,,,,,,,Python,,,Lua
C,,,,,,,,,,SQL,
,,C#,,JavaScript,,,,Python,,SQL,
,,C#,,JavaScript,,,,,,SQL,
,,,,,,,,Python,,,
,,,,,,,,,,,
C,,,Java,JavaScript,,,,,,SQL,
,,,,,,,,,,,
,,,,,,,PHP,,,SQL,
,,,,,,,,,,,
,,,Java,,,,,,,,
,,,,JavaScript,,,,,Ruby,,
,,C#,Java,,,,,,,,Force.com
,,,,JavaScript,,,PHP,,,,
,,,Java,,,,,Python,Ruby,SQL,"Scala, Clojure"
,,,,JavaScript,,,PHP,,,SQL,
,,,,,,Objective-C,,Python,,,
,,,,JavaScript,,,PHP,,,SQL,"PowerShell, zsh"
,,,,,,,PHP,,,SQL,
,,,,,,Objective-C,,,Ruby,,Haskell
,,,,JavaScript,,,PHP,,,SQL,
C,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,
,,,,,,,,,,SQL,VB.Net
,C++,C#,Java,,,,,,,,
