2011,javascript,1420
2011,java,912
2011,sql,1613
2011,c,741
2011,haskell,19
2011,css,1356
2011,php,789
2011,c++,740
2011,perl,284
2011,c#,1352
2011,python,576
2011,vb,30
2011,matlab,7
2011,ruby,286
2011,objective-c,67
2011,vba,6
2011,vb.net,64
2011,actionscript,12
2011,coldfusion,17
2011,none,20
2011,delphi,48
2011,scheme,6
2011,html,13
2011,objective c,17
2011,bash,14
2011,lua,10
2011,lisp,10
2011,scala,16
2011,f#,13
2011,r,8
2011,groovy,12
2011,fortran,7
2011, actionscript,6
2011,powershell,7
2012,java,2348
2012,javascript,3127
2012,sql,3294
2012,c++,1526
2012,c,1484
2012,css,2824
2012,php,1925
2012,objective-c,605
2012,html5,2154
2012,c#,2469
2012,python,1211
2012,perl,461
2012,ruby,577
2012,vb.net,66
2012,asp.net,7
2012,clojure,9
2012,vb6,6
2012,groovy,26
2012,delphi,55
2012,r,15
2012,bash,11
2012,haskell,30
2012,matlab,18
2012,lua,15
2012,lisp,8
2012,actionscript 3,8
2012,vb,22
2012,android,8
2012,pl/sql,9
2012,vba,9
2012,coldfusion,24
2012,f#,13
2012,scala,25
2012,actionscript,25
2012,shell,6
2012,visual basic,15
2012,tcl,6
2012,none,6
2012,assembly,6
2012,powershell,8
2013,java,3020
2013,sql,4594
2013,c#,3027
2013,javascript,4740
2013,jquery,4352
2013,php,2329
2013,python,1882
2013,c,1436
2013,c++,1696
2013,objective-c,955
2013,node.js,599
2013,ruby,794
2013,lua,20
2013,actionscript,21
2013,matlab,41
2013,delphi,71
2013,powershell,23
2013,angularjs,6
2013,fortran,8
2013,pl/sql,11
2013,r,64
2013,scala,62
2013,mathematica,11
2013,vb,27
2013,bash,28
2013,perl,136
2013,extjs,7
2013,clojure,28
2013,css,9
2013,vb.net,108
2013,coffeescript,22
2013,coldfusion,27
2013,django,7
2013,visual basic,12
2013,groovy,33
2013,mongodb,18
2013,haskell,34
2013,lisp,8
2013,silverlight,7
2013,gwt,6
2013,html,14
2013,go,12
2013,sas,9
2013,abap,13
2013,erlang,17
2013,mysql,10
2013,dojo,11
2013,grails,6
2013,"html, css",16
2013,vb6,13
2013,assembler,6
2013,asp.net,9
2013,flex,11
2013,f#,19
2013,vba,24
2013,android,8
2013,shell,8
2013,asp,7
2013,cobol,6
2014,java,2479
2014,javascript,3783
2014,php,1712
2014,python,1476
2014,c#,2378
2014,sql,3468
2014,c++,1418
2014,c,1175
2014,powershell,19
2014,perl,83
2014,node.js,641
2014,objective-c,675
2014,vb.net,87
2014,ruby,593
2014,scala,81
2014,mysql,8
2014,vb,15
2014,r,47
2014,bash,25
2014,haskell,35
2014,lua,19
2014,matlab,32
2014,f#,18
2014,assembly,9
2014,jquery,21
2014,vba,27
2014,coffeescript,12
2014,groovy,29
2014,delphi,40
2014,vhdl,6
2014,visual basic,12
2014,vb6,7
2014,mongodb,7
2014,html,7
2014,vbscript,6
2014,clojure,15
2014,coldfusion,19
2014,erlang,7
2014,"html, css",8
2014,sas,6
2014,go,22
2014,angularjs,6
2014,actionscript,7
2014,android,11
2014,pl/sql,8
2014,asp.net,7
2014,prolog,6
2014,fortran,6
2015,java,8219
2015,scala,539
2015,c#,6949
2015,javascript,11963
2015,lamp,1926
2015,node.js,2919
2015,php,6529
2015,python,5238
2015,redis,873
2015,sql,9439
2015,lua,63
2015,go,463
2015,sql server,4129
2015,"cloud (aws, gae, azure, etc.)",1410
2015,mongodb,1746
2015,ruby,1765
2015,xamarin,9
2015,ios,1956
2015,objective-c,1719
2015,x++,7
2015,sharepoint,349
2015,wordpress,2007
2015,c,3612
2015,c++,4529
2015,c++11,1851
2015,coffeescript,783
2015,clojure,176
2015,salesforce,154
2015,cordova,628
2015,r,755
2015,swift,760
2015,hadoop,342
2015,visual basic,1702
2015,perl,738
2015,groovy,85
2015,spark,104
2015,emberjs,14
2015,cassandra,202
2015,matlab,861
2015,typescript,75
2015,powershell,43
2015,dart,109
2015,delphi,81
2015,f#,174
2015,haskell,357
2015,elasticsearch,16
2015,xslt,11
2015,rust,103
2015,erlang,39
2015,knockoutjs,8
2015,django,18
2015,coldfusion,23
2015,lisp,8
2015,html,21
2015,bash,75
2015,shell,11
2015,ravendb,6
2015,smalltalk,7
2015,labview,6
2015,mysql,15
2015,postgresql,8
2015,d,12
2015,pl/sql,18
2015,actionscript 3,9
2015,"html, css",24
2015,ocaml,12
2015,jquery,10
2015,none,7
2015,tcl,16
2015,sas,11
2015,fortran,42
2015,vba,17
2015,drupal,15
2015,julia,11
2015,vhdl,10
2015,ember.js,12
2015,meteor,8
2015,common lisp,7
2015,cuda,6
2015,assembly,12
2015,prolog,7
2015,abap,11
2015,verilog,6
2015,scheme,7
2015,mathematica,9
2015,ada,7
2015,qt,6
2015,actionscript,16
2015,couchdb,6
2015,magento,8
2015,extjs,11
2015,knockout,6
2015,css,7
2015,react,11
2015,joomla,7
2015,ember,6
2015,unity3d,6
2015,haxe,8
2016,ios,937
2016, objective-c,3065
2016,android,8601
2016, arduino / raspberry pi,1407
2016, angularjs,2149
2016, c,3157
2016, c++,6330
2016, c#,7999
2016, cassandra,384
2016, coffeescript,1139
2016, cordova,1493
2016, clojure,334
2016," cloud (aws, gae, azure, etc.)",3604
2016, dart,177
2016, f#,452
2016, go,1207
2016, hadoop,768
2016, haskell,674
2016, ios,3561
2016, java,13657
2016, javascript,22606
2016, lamp,4575
2016, matlab,1485
2016, mongodb,4686
2016, node.js,8461
2016, perl,1489
2016, php,12177
2016, python,11374
2016, r,1499
2016, reactjs,2530
2016, redis,2850
2016, ruby,4196
2016, rust,433
2016, salesforce,614
2016, scala,1554
2016, sharepoint,837
2016, spark,707
2016, sql,21664
2016, sql server,9250
2016, swift,2707
2016, visual basic,3237
2016, windows phone,1118
2016, wordpress,4444
2016,javascript,4779
2016,php,603
2016,arduino / raspberry pi,2390
2016,c#,7284
2016,java,4285
2016,sql,312
2016,ruby,187
2016,c,4521
2016,lamp,246
2016,angularjs,6674
2016,c++,3259
2016,"cloud (aws, gae, azure, etc.)",1025
2016,python,908
2016,perl,135
2016,haskell,139
2016,cassandra,279
2016,coffeescript,523
2016,dart,45
2016,go,340
2016,r,133
2016,mongodb,94
2016,sharepoint,16
2016,cordova,158
2016,matlab,117
2016,reactjs,11
2016,wordpress,52
2016,f#,32
2016,clojure,222
2016,node.js,48
2016,objective-c,137
2016,scala,48
2016,redis,12
2016,hadoop,244
2016,swift,39
2016,sql server,56
2016,visual basic,75
2016,salesforce,51
2017,swift,72
2017,javascript,5716
2017, python,10719
2017, ruby,3174
2017, sql,18466
2017,java,5902
2017, php,9765
2017,matlab,133
2017, r,1482
2017, ,14767
2017, rust,412
2017,coffeescript,698
2017, clojure,214
2017, elixir,223
2017, erlang,232
2017, haskell,536
2017, javascript,17159
2017,c#,8596
2017,objective-c,305
2017, swift,2296
2017,r,152
2017,c,5563
2017, c++,4628
2017, java,8622
2017,assembly,1823
2017, c,1411
2017, vb.net,2240
2017, matlab,1436
2017,perl,135
2017,php,525
2017, scala,1261
2017, objective-c,2044
2017, f#,433
2017, typescript,3479
2017, lua,1001
2017, vba,1546
2017, groovy,589
2017,c++,3527
2017, c#,3880
2017, perl,1450
2017,go,559
2017,elixir,157
2017, smalltalk,258
2017, visual basic 6,1063
2017, go,998
2017,python,985
