Bird, 200.0, 672.60016, 0.0, 25.0, 25.0
Bird, 150.0, 672.60016, 0.0, 25.0, 25.0
Bird, 100.0, 672.60016, 0.0, 25.0, 25.0
Box, 699.6116, 595.20276, 2.485474E-5, 300.0, 20.0
Box, 624.8165, 645.1028, -1.2682134E-5, 20.0, 80.0
Box, 699.80536, 645.1017, 8.747556E-6, 20.0, 80.0
Box, 774.7852, 645.10016, 3.8262597E-6, 20.0, 80.0
Box, 699.17303, 495.40912, 1.4534851E-5, 250.0, 20.0
Box, 637.5947, 545.31366, -3.8973326E-4, 20.0, 80.0
Box, 699.3933, 545.30835, -4.3102824E-5, 20.0, 80.0
Box, 761.39, 545.30524, -7.697724E-4, 20.0, 80.0
Box, 698.6645, 395.61264, 1.110654E-4, 200.0, 20.0
Box, 648.97345, 445.515, -6.323615E-4, 20.0, 80.0
Box, 700.04065, 445.51324, 7.8692094E-5, 20.0, 80.0
Box, 749.03345, 445.50842, -5.2875164E-4, 20.0, 80.0
Box, 694.3646, 295.2821, -0.0063466965, 150.0, 20.0
Box, 665.39246, 345.57843, 0.014416095, 20.0, 80.0
Box, 698.7427, 345.66302, 4.5080634E-4, 20.0, 80.0
Box, 733.64465, 345.30603, -0.04534324, 20.0, 80.0
Box, 693.2573, 195.39262, -0.005961574, 100.0, 20.0
Box, 668.8128, 245.51047, -0.0036871664, 20.0, 80.0
Box, 693.69824, 245.34622, -0.0058162543, 20.0, 80.0
Box, 718.81995, 245.2159, -0.0072679603, 20.0, 80.0
Pig, 608.0198, 572.7851, -0.4907027, 25.0, 25.0
Pig, 671.7407, 473.0199, -0.38012818, 25.0, 25.0
Pig, 634.0248, 373.19583, -0.82962185, 25.0, 25.0
