2011,JavaScript,1420
2011,Java,906
2011,SQL,1613
2011,C,741
2011,Haskell,19
2011,CSS,1356
2011,PHP,788
2011,C++,740
2011,Perl,284
2011,C#,1352
2011,Python,575
2011,VB,24
2011,Ruby,286
2011,Objective-C,60
2011,VB.NET,33
2011,vb.net,17
2011,None,20
2011,ActionScript,11
2011,Delphi,44
2011,VB.Net,11
2011,bash,10
2011,Lua,7
2011,Lisp,6
2011,ColdFusion,11
2011,HTML,11
2011,Scala,13
2011,F#,10
2011,Objective C,13
2011,R,8
2011,Groovy,9
2012,Java,2348
2012,JavaScript,3127
2012,SQL,3294
2012,C++,1526
2012,C,1484
2012,CSS,2824
2012,PHP,1925
2012,Objective-C,605
2012,HTML5,2154
2012,C#,2468
2012,Python,1210
2012,Perl,461
2012,Ruby,577
2012,VB.NET,31
2012,Groovy,20
2012,Delphi,52
2012,R,15
2012,Haskell,25
2012,Matlab,11
2012,Lua,12
2012,ActionScript 3,7
2012,VB,20
2012,VBA,8
2012,vb.net,16
2012,Coldfusion,6
2012,F#,13
2012,scala,7
2012,VB.net,6
2012,Actionscript,6
2012,MATLAB,6
2012,groovy,6
2012,VB.Net,10
2012,bash,6
2012,Visual Basic,14
2012,ActionScript,16
2012,ColdFusion,14
2012,Scala,18
2012,Powershell,6
2012,PL/SQL,7
2013,Java,3020
2013,SQL,4594
2013,C#,3027
2013,JavaScript,4737
2013,jQuery,4110
2013,PHP,2328
2013,Python,1881
2013,C,1436
2013,C++,1696
2013,Objective-C,955
2013,Node.js,599
2013,Ruby,794
2013,Lua,18
2013,Actionscript,8
2013,matlab,13
2013,Delphi,65
2013,PowerShell,8
2013,PL/SQL,11
2013,R,62
2013,Scala,50
2013,VB,23
2013,bash,13
2013,Perl,107
2013,Clojure,17
2013,CSS,7
2013,vb.net,25
2013,perl,26
2013,Django,7
2013,Matlab,20
2013,Visual Basic,12
2013,groovy,10
2013,MATLAB,8
2013,MongoDB,11
2013,Haskell,29
2013,VB.Net,15
2013,Powershell,13
2013,ColdFusion,19
2013,VB.NET,62
2013,Silverlight,6
2013,GWT,6
2013,HTML,12
2013,ActionScript,11
2013,Go,9
2013,CoffeeScript,19
2013,Groovy,23
2013,SAS,7
2013,ABAP,11
2013,Erlang,12
2013,MySQL,8
2013,Bash,12
2013,VB6,10
2013,Fortran,6
2013,delphi,6
2013,Dojo,10
2013,Mathematica,10
2013,F#,17
2013,VBA,21
2013,Android,8
2013,clojure,10
2013,JQuery,240
2013,mongodb,6
2013,scala,11
2013,"HTML, CSS",14
2013,Flex,7
2014,Java,2479
2014,JavaScript,3783
2014,PHP,1710
2014,Python,1476
2014,C#,2378
2014,SQL,3468
2014,C++,1418
2014,C,1175
2014,Powershell,8
2014,perl,12
2014,Node.js,641
2014,Objective-C,675
2014,VB.NET,39
2014,Ruby,593
2014,VB.Net,22
2014,Scala,67
2014,VB,13
2014,R,47
2014,bash,18
2014,Perl,69
2014,Haskell,31
2014,Lua,15
2014,MATLAB,12
2014,F#,18
2014,jQuery,12
2014,VBA,25
2014,CoffeeScript,7
2014,Groovy,25
2014,Delphi,36
2014,Visual Basic,12
2014,VB6,6
2014,PowerShell,8
2014,Clojure,13
2014,Matlab,14
2014,vb.net,18
2014,Coldfusion,6
2014,"HTML, CSS",6
2014,Go,21
2014,scala,13
2014,AngularJS,6
2014,Bash,7
2014,Android,9
2014,matlab,6
2014,ColdFusion,13
2014,PL/SQL,7
2015,Java,8219
2015,Scala,539
2015,C#,6949
2015,JavaScript,11962
2015,LAMP,1926
2015,Node.js,2919
2015,PHP,6529
2015,Python,5238
2015,Redis,873
2015,SQL,9439
2015,lua,7
2015,Go,463
2015,SQL Server,4129
2015,"Cloud (AWS, GAE, Azure, etc.)",1410
2015,MongoDB,1746
2015,Ruby,1765
2015,Xamarin,8
2015,iOS,1956
2015,Objective-C,1719
2015,X++,6
2015,Sharepoint,349
2015,Wordpress,2007
2015,C,3612
2015,C++,4529
2015,C++11,1851
2015,CoffeeScript,783
2015,Clojure,176
2015,Salesforce,154
2015,Cordova,628
2015,R,755
2015,Swift,759
2015,Hadoop,342
2015,Visual Basic,1702
2015,Perl,738
